Título,Fecha,Contenido,Etiquetas,Número de Comentarios,Enlace
UNE no prevé afectaciones durante el pico nocturno de este lunes,2024-04-15 09:14:00,"La central termoeléctrica Lidio Ramón (Felton). Foto: Juan Pablo Carreras Vidal/ ACN/ Archivo. La Unión Eléctrica estima para la hora pico nocturna de este lunes una disponibilidad de 2 664 MW y una demanda máxima de 2 600 MW, para una reserva de 64 MW, por lo que de mantenerse las condiciones previstas no se pronostica afectación al servicio en este horario. La disponibilidad del SEN a las 7 a.m. fue de 2 480 MW y la demanda, 1 880 MW. No se estima afectación en el horario de la media. Está fueran de servicio por avería la unidad 2 de la CTE Felton. Se encuentran en mantenimiento la 6 de la Nuevitas y las 6 y 8 de la Mariel. Las limitaciones en la generación térmica son de 497 MW. Se encuentran fuera de servicio por combustible 37 centrales de generación distribuida, con 188 MW afectado por este concepto. Para el pico se estima la entrada de motores de generación distribuida que están a la espera de mantenimiento y se autoriza su uso, con 130 MW, y la entrada de tres motores de la central fuel de Mariel, con 54 MW. En el día de ayer no se afectó el servicio por déficit de capacidad de generación en el SEN.","Cuba, Economía, Electricidad, Generación Eléctrica, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Unión Eléctrica (UNE)",1,http://www.cubadebate.cu/noticias/2024/04/15/une-no-preve-afectaciones-durante-el-pico-nocturno-de-este-lunes/
UNE no pronostica afectaciones por déficit de generación este domingo,2024-04-14 09:01:00,"Unión Electrica Este sábado no se afectó el servicio por déficit de capacidad de generación en el SEN. La disponibilidad del SEN a las 07:00 horas es de 2500 MW y la demanda 1850 MW. No se estima afectación en el horario de la media. Se encuentran fueran de servicio por avería la unidad 2 de la CTE Felton. Se encuentra en mantenimiento la unidad 6 de la CTE Nuevitas y las unidades 6 y 8 de la CTE Mariel. Las limitaciones en la generación térmica son de 502 MW. Se encuentran fuera de servicio por combustible 38 centrales de generación distribuida, con 172 MW afectado por este concepto. Para el pico se estima la entrada de motores de Generación Distribuida que están a la espera de mantenimiento y se autoriza su uso con 130 MW y la entrada de 4 motores de la Patana de Melones con 65 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2685 MW y una demanda máxima de 2550 MW, para una reserva de 135 MW, por lo que de mantenerse las condiciones previstas no se pronostica afectación al servicio en este horario. (Tomado de la UNE)","Cuba, Economía, Electricidad, Generación Eléctrica, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Unión Eléctrica (UNE)",2,http://www.cubadebate.cu/noticias/2024/04/14/une-no-pronostica-afectaciones-por-deficit-de-generacion-este-domingo/
UNE: Se pronostica una afectación de 535 MW en el horario pico,2024-04-11 08:31:00,"Foto: ACN. En el día de ayer se afectó el servicio por déficit de capacidad de generación desde las 16:02 horas de la tarde de ayer, hasta las 03:28 horas de la madrugada de hoy. La máxima afectación en el día fue de 600 MW a las 20:30 horas, coincidente con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 2115 MW y la demanda 2160 MW, desde las 06:14 horas de la mañana se comenzó a afectar el servicio por déficit de capacidad de generación. Se estiman una máxima afectación de 300 MW en el horario de la media. Se encuentran fueran de servicio por avería la unidad 5 de la CTE Nuevitas, la unidad de la CTE Guiteras, la unidad 6 de la CTE Rente y la unidad 2 de la CTE Felton. Se encuentra en mantenimiento la unidad 6 de la CTE Nuevitas y las unidades 6 y 8 de la CTE Mariel. Las limitaciones en la generación térmica, 367 MW. Se encuentran fuera de servicio por combustible 55 centrales de generación distribuida, con 397 MW afectado por este concepto. Para el pico se estima la recuperación de 200 MW en centrales que están fuera por combustible. Con este pronóstico, se estima para la hora pico una disponibilidad de 2315 MW y una demanda máxima de 2780 MW, para un déficit de 465 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 535 MW en este horario. (Con información de UNE-MINEM)","Apagón, Apagones, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica",33,http://www.cubadebate.cu/noticias/2024/04/11/une-se-pronostica-una-afectacion-de-535-mw-en-el-horario-pico/
Unión Eléctrica informa afectación de 250 MW para el horario pico nocturno,2024-04-08 09:09:00,"Hoy se estiman afectaciones en el Sistema Eléctrico Nacional. Foto: Unión Nacional Eléctrica. En el día de ayer no se afectó el servicio en el SEN por déficit de capacidad de generación. La disponibilidad del SEN a las 07:00 horas es de 2460 MW y la demanda 1880 MW, con toda la carga servida. No se estiman afectaciones por déficit de capacidad de generación en el horario de la media. Se encuentran fueran de servicio por avería la unidad 2 de la CTE Felton. Se encuentra en mantenimiento la unidad 8 de la CTE Mariel y la unidad 6 de la CTE Nuevitas . La unidad de la CTE Guiteras saldrá de servicio de manera controlada en la mañana de hoy por 72 horas, para eliminar defectos en la caldera. Las limitaciones en la generación térmica son de 551 MW. Se encuentran fuera de servicio por combustible 35 centrales de generación distribuida , con 138 MW afectado por este concepto. Para el pico se estima la entrada de cuatro motores de la patana de Melones con 60 MW y la entrada de motores de Generación Distribuida que están a la espera de mantenimiento y se autoriza su uso con 150 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2470 MW y una demanda máxima de 2650 MW , para un déficit de 180 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 250 MW en este horario. (Con información de UNE-MINEM)","Apagón, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",14,http://www.cubadebate.cu/noticias/2024/04/08/union-electrica-informa-afectacion-de-250-mw-para-el-horario-pico-nocturno/
UNE: no se pronostican para el horario pico afectaciones al servicio por déficit de capacidad de generación,2024-04-07 09:29:00,"Foto: Archivo de Cubadebate En el día de ayer no se afectó el servicio en el SEN por déficit de capacidad de generación. La disponibilidad del SEN a las 07:00 horas es de 2440 MW y la demanda 1700 MW, con toda la carga servida. No se estiman afectaciones por déficit de capacidad de generación en el horario de la media. Se encuentran fueran de servicio por avería la unidad 2 de la CTE Felton. Se encuentra en mantenimiento la unidad 8 de la CTE Mariel y la unidad 6 de la CTE Nuevitas. Las limitaciones en la generación térmica, 597 MW. Se encuentran fuera de servicio por combustible 40 centrales de generación distribuida, con 162 MW afectado por este concepto. Para el pico se estima la entrada de 4 motores de la patana de Melones con 60 MW, la entrada de 3 Motores en la patana de Santiago con 45 MW, el completamiento de 127 MW en la unidad de la CTE Guiteras y la entrada de motores de Generación Distribuida que están a la espera de mantenimiento y se autoriza su uso con 150 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2822 MW y una demanda máxima de 2550 MW, para una reserva de 272 MW, por lo que de mantenerse las condiciones previstas no se pronostican afectaciones al servicio por déficit de capacidad de generación. (Con información de UNE-MINEM)","Ahorro, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Unión Eléctrica (UNE)",1,http://www.cubadebate.cu/noticias/2024/04/07/une-no-se-pronostican-para-el-horario-pico-afectaciones-al-servicio-por-deficit-de-capacidad-de-generacion/
UNE: No se pronostican afectaciones durante pico nocturno de este sábado,2024-04-06 11:53:00,"La central termoeléctrica Lidio Ramón (Felton). Foto: Juan Pablo Carreras Vidal/ ACN/ Archivo. La Unión Eléctrica estima para la hora pico nocturna de este sábado una disponibilidad de 2 790 MW y una demanda máxima de 2 600 MW, para una reserva de 190 MW, por lo que de mantenerse las condiciones previstas no se pronostican afectaciones al servicio por déficit de capacidad de generación. La disponibilidad del SEN a las 7 a.m. fue de 2 528 MW y la demanda, 1 900 MW, con toda la carga servida. No se estiman afectaciones por déficit de capacidad de generación en el horario de la media. Está fuera de servicio por avería la unidad 2 de la CTE Felton. Se encuentra en mantenimiento la 8 de la Mariel y la 6 de la Nuevitas. Las limitaciones en la generación térmica son de 481 MW. Se encuentran fuera de servicio por combustible 42 centrales de generación distribuida y la patana de Santiago de Cuba, para un total de 265 MW. Para el pico se estima la entrada de la patana de Santiago de Cuba, con 70 MW, la entrada de cuatro motores en la patana de Melones, con 60 MW, y la entrada de motores de generación distribuida, que están a la espera de mantenimiento y se autoriza su uso, con 132 MW. En el día de ayer no se afectó el servicio en el SEN por déficit de capacidad de generación.","Economía, Electricidad, Energía, Gobierno, Ministerio de Energía y Minas (MINEM), Unión Eléctrica (UNE)",1,http://www.cubadebate.cu/noticias/2024/04/06/une-no-se-pronostican-afectaciones-durante-pico-nocturno-de-este-sabado/
Unión Eléctrica: No se pronostican afectaciones al servicio este viernes,2024-04-05 08:42:00,"Termoeléctrica Felton. Foto: Archivo. La Unión Eléctrica informa que en el día de ayer se afectó el servicio por déficit de capacidad desde las 17:40 horas de la tarde hasta las 21:12 horas de la noche. La máxima afectación en el día fue en el horario pico con 149 MW a las 20:00 horas , coincidente con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 2250 MW y la demanda 1980 MW, con toda la carga servida. No se estiman afectaciones por déficit de capacidad de generación en el horario de la media. Se encuentran fueran de servicio por avería la unidad 2 de la CTE Santa Cruz y la unidad 2 de la CTE Felton. Se encuentra en mantenimiento la unidad 8 de la CTE Mariel y la unidad 6 de la CTE Nuevitas. Las limitaciones en la generación térmica, 482 MW. Se encuentran fuera de servicio por combustible 61 centrales de generación distribuida, la patana de Regla y la patana de Santiago de Cuba, para un total de 564 MW. Para el pico se estima la entrada de la unidad 2 de la CTE Santa Cruz con 60 MW (en proceso de arranque), la entrada de la patana de Regla con 65 MW, la recuperación de 200 MW en centrales de la generación distribuida que están fuera por combustible y la entrada de motores de Generación Distribuida que están a la espera de mantenimiento y se autoriza su uso con 80 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2655 MW y una demanda máxima de 2600 MW, para una reserva de 55 MW, por lo que de mantenerse las condiciones previstas no se pronostican afectaciones al servicio, aunque existe riesgo al estar operando el SEN con baja reserva. (Con información de la Unión Eléctrica)","Economía, Electricidad, Energía, Gobierno, Ministerio de Energía y Minas (MINEM), Unión Eléctrica (UNE)",4,http://www.cubadebate.cu/noticias/2024/04/05/union-electrica-no-se-pronostican-afectaciones-al-servicio-este-viernes/
UNE: Estiman afectación de 357 MW durante horario pico nocturno de este viernes,2024-03-29 08:15:00,"Termoeléctrica Felton. Foto: Archivo. En el día de ayer se afectó el servicio por déficit de capacidad de las 09:19 hasta las 00:30 del día de este viernes 29 de marzo. La máxima afectación en el día fue de 900 MW a las 17:50 horas . La disponibilidad del Sistema Eléctrico Nacional (SEN) a las 07:00 horas es de 2100 MW y la demanda 1900 MW con toda la carga servida. Se estima una afectación en el horario de la media de 100 MW . Se encuentran fuera de servicio por avería la unidad 1 de la CTE Santa Cruz y la unidad 2 de la CTE Felton. Asimismo, está en mantenimiento la unidad 8 de la CTE Mariel y la unidad 6 de la CTE Nuevitas. Las limitaciones en la generación térmica, 444 MW. Se encuentran fuera de servicio por combustible 74 centrales de generación distribuida, la patana de Mariel, el fuel de Mariel, el fuel de Moa y la patana de Santiago de Cuba, para un total de 880 MW . Hay cinco centrales con bajas coberturas (63 MW). Para el pico se estima la entrada de siete motores del fuel de Mariel con 120 MW, la entrada de las patanas 1 y 3 de Mariel con 100 MW y la entrada de motores de Generación Distribuida que están a la espera de mantenimiento y se autoriza su uso con 93 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2413 MW y una demanda máxima de 2700 MW, para un déficit de 287 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 357 MW en este horario. (Con información de la Unión Eléctrica)","Combustibles, Cuba, Economía, Electricidad, Energía, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",3,http://www.cubadebate.cu/noticias/2024/03/29/une-estiman-afectacion-de-357-mw-durante-horario-pico-nocturno-de-este-viernes/
Unión Eléctrica: Se pronostica una afectación de 1105 MW en el horario pico,2024-03-12 09:05:00,"Unión Eléctrica En el día de ayer se afectó el servicio por déficit de capacidad durante las 24 horas y no se ha podido restablecer el servicio durante la madrugada de hoy. La máxima afectación en el día fue de 1282 MW a las 20:20 horas, coincidente con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 2000 MW y la demanda 2420 MW. Se estima una afectación en el horario de la media de 1100 MW. Se encuentran fuera de servicio por avería la unidad 4 de la CTE Carlos Manuel de Céspedes y la unidad 2 de la CTE Felton. Se encuentra en mantenimiento la unidad 8 de la CTE Mariel, la unidad de la CTE Guiteras y la unidad 6 de la CTE Nuevitas. Las limitaciones en la generación térmica es de 356 MW. Se encuentran fuera de servicio por combustible 82 centrales de generación distribuida y la patana de Santiago de Cuba para un total de 615 MW. Hay 16 centrales con bajas coberturas (107 MW). Para el pico se estima la entrada de la unidad 4 de la CTE Carlos Manuel de Céspedes con 115 MW y la entrada de motores de Generación Distribuida que están a la espera de mantenimiento y se autoriza su uso con 50 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2165 MW y una demanda máxima de 3200 MW, para un déficit de 1035 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1105 MW en este horario. (Con información de UNE-MINEM)","Apagón, Apagones, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Unión Eléctrica (UNE)",4,http://www.cubadebate.cu/noticias/2024/03/12/union-electrica-se-pronostica-una-afectacion-de-1105-mw-en-el-horario-pico/
Pronostica Unión Eléctrica un déficit de 1416 MW en horario pico de este viernes,2024-03-08 10:41:00,"Foto: ACN. Nota informativa. Situación del SEN para el 8 de marzo de 2024. En el día de ayer se afectó el servicio por déficit de capacidad de generación desde las 04:49 horas de la mañana y no se ha podido restablecer el servicio durante la madrugada de hoy. La máxima afectación en el día fue de 1367 MW a las 18:00 horas, no coincidente con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 1615 MW y la demanda 2640 MW. Se estima una afectación en el horario de la media de 1300 MW. Se encuentran fuera de servicio por avería las unidades 1 y 3 de la CTE Santa Cruz, la unidad 4 de la CTE Carlos Manuel de Céspedes y la unidad 2 de la CTE Felton. Se encuentra en mantenimiento la unidad 8 de la CTE Mariel, la unidad de la CTE Guiteras y la unidad 6 de la CTE Nuevitas. Las limitaciones en la generación térmica, 326 MW. Se encuentran fuera de servicio por combustible 79 centrales de generación distribuida, el central fuel de Moa y la patana de Santiago de Cuba para un total de 852 MW. Hay 15 centrales con bajas coberturas (78 MW). Para el pico se estima la entrada de la unidad 4 de la CTE Carlos Manuel de Céspedes con 40 MW, el completamiento de la unidad 6 de Energas Jaruco 45 MW, la entrada de la unidad 3 de la CTE Santa Cruz con 54 MW y la entrada de motores de Generación Distribuida que están a la espera de mantenimiento y se autoriza su uso con 100 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 1854 MW y una demanda máxima de 3200 MW, para un déficit de 1346 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1416 MW en este horario. UNE-MINEM","Apagones, Cuba, Economía, Electricidad, Generación Eléctrica, Gobierno, Ministerio de Energía y Minas (MINEM), Unión Eléctrica (UNE)",78,http://www.cubadebate.cu/noticias/2024/03/08/pronostica-union-electrica-un-deficit-de-1416-mw-en-horario-pico-de-este-viernes/
Unión Eléctrica informa afectación de 1280 MW en el horario pico nocturno,2024-03-07 11:04:00,"En el día de ayer se afectó el servicio por déficit de capacidad de generación desde las 05:10 horas de la mañana hasta las 01:38 horas de la madrugada de hoy. La máxima afectación en el pico fue de 1111 MW a las 18:10 horas , no coincidente con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 1750 MW y la demanda 2400 MW, a las 04:49 horas se comenzó a afectar el servicio por déficit de capacidad de generación en el SEN. Se estima una afectación en el horario de la media de 980 MW. Se encuentran fuera de servicio por avería la unidad 4 de la CTE Carlos Manuel de Céspedes, la unidad 5 de la CTE Rente y la unidad 2 de la CTE Felton. Se encuentra en mantenimiento la unidad 8 de la CTE Mariel, la unidad de la CTE Guiteras y la unidad 6 de la CTE Nuevitas. Las limitaciones en la generación térmica, 317 MW.Se encuentran fuera de servicio por combustible 83 centrales de generación distribuida y la patana de Santiago de Cuba para un total de 810 MW. Hay 14 centrales con bajas coberturas (95 MW). Para el pico se estima la entrada de 7 motores de la CDE Moa con 105 MW y la entrada de motores de Generación Distribuida que están a la espera de mantenimiento y se autoriza su uso con 85 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 1940 MW y una demanda máxima de 3150 MW, para un déficit de 1210 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1280 MW en este horario. (Con información de la UNE )","Apagones, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",28,http://www.cubadebate.cu/noticias/2024/03/07/union-electrica-informa-afectacion-de-1280-mw-en-el-horario-pico-nocturno/
SEN prevé afectaciones en el servicio por déficit de capacidad de generación,2024-03-05 09:21:00,"Termoeléctrica Felton. Foto: Archivo. En el día de ayer lunes se afectó el servicio por déficit de capacidad de generación desde las 05:55 horas de la mañana hasta las 01:10 horas de la madrugada de hoy martes. La máxima afectación en el día fue de 1124 MW a las 19:10 horas, coincidiendo con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 1910 MW y la demanda 2240 MW, a las 05:20 horas se comenzó a afectar el servicio por déficit de capacidad de generación en el SEN. Se estima una afectación en el horario de la media de 750 MW. Se encuentran fuera de servicio por avería la unidad 3 de la CTE Santa Cruz y la unidad 2 de la CTE Felton. Se encuentra en mantenimiento la unidad 8 de la CTE Mariel, la unidad de la CTE Guiteras, la unidad 6 de la CTE Nuevitas y la unidad 6 de la CTE Rente. Las limitaciones en la generación térmica, 322 MW. Se encuentran fuera de servicio por combustible 101 centrales de generación distribuida y la patana de Santiago de Cuba para un total de 877 MW. Hay 9 centrales con bajas coberturas (61 MW). Para el pico se estima la entrada de la unidad 3 de la CTE Santa Cruz con 60 MW, el completamiento de la unidad 6 de Energas Jaruco con 30 MW y la entrada de motores de Generación Distribuida que están a la espera de mantenimiento y se autoriza su uso con 40 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2040 MW y una demanda máxima de 3150 MW, para un déficit de 1110 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1180 MW en este horario.","Combustibles, Cuba, Economía, Electricidad, Generación Eléctrica",2,http://www.cubadebate.cu/noticias/2024/03/05/sen-preve-afectaciones-en-el-servicio-por-deficit-de-capacidad-de-generacion/
UNE: Se pronostica una afectación de 884 MW en el horario pico,2024-02-23 09:10:00,"Termoeléctrica Felton. Foto: Archivo. En el día de ayer se afectó el servicio por déficit de capacidad de generación desde las 09:30 horas de la mañana hasta las 13:20 horas (máximo 237 MW) y desde las 15:14 horas de la tarde hasta las 21:03 horas de la noche. La máxima afectación en el día fue de 768 MW a las 18:40 horas, coincidiendo con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 1830 MW y la demanda 1750 MW, con todo el sistema con servicio. Se estima una afectación en el horario de la media de 380 MW. Se encuentran fuera de servicio por avería la unidad 6 de la CTE Mariel, la unidad 1 de la CTE Santa Cruz y la unidad 2 de la CTE Felton. Se encuentra en mantenimiento la unidad 8 de la CTE Mariel, la unidad 3 de la CTE Santa Cruz y la unidad 6 de la CTE Nuevitas. Las limitaciones en la generación térmica, 387 MW. Se encuentran fuera de servicio por combustible 79 centrales de generación distribuida, la patana de Melones, los motores del Fuel de Moa y la patana de Santiago de Cuba para un total de 845 MW. Hay 12 centrales con bajas coberturas (83 MW). Para el pico se estima la entrada de la unidad 3 de la CTE Santa Cruz con 40 MW, la entrada de motores de Generación Distribuida que están a la espera de mantenimiento y se autoriza su uso con 40 MW y la entrada de cuatro motores en la patana de Regla con 36 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 1946 MW y una demanda máxima de 2760 MW, para un déficit de 814 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 884 MW en este horario. (Con información de la UNE-MINEM)","Apagón, Apagones, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Unión Eléctrica (UNE)",12,http://www.cubadebate.cu/noticias/2024/02/23/une-se-pronostica-una-afectacion-de-884-mw-en-el-horario-pico/
UNE: Se pronostica una afectación de 925 MW para el horario pico,2024-02-16 10:35:00,"En el día de ayer se afectó el servicio por déficit de capacidad de generación desde las 06:41 horas de la mañana hasta las 22:53 horas de la noche. La máxima afectación en el día fue de 827 MW a las 18:40 horas, coincidiendo con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 1900 MW y la demanda 1980 MW, desde las 06:15 horas se comenzó a afectar el servicio por déficit de capacidad de generación en el SEN. Se estima una afectación en el horario de la media de 500 MW. Se encuentran fuera de servicio por avería la unidad 2 de la CTE de Felton. Se encuentra en mantenimiento la unidad 8 de la CTE Mariel, la unidad 3 de la CTE Santa Cruz y la unidad 6 de la CTE Nuevitas. Las limitaciones en la generación térmica, 409 MW. Se encuentran fuera de servicio por combustible 75 centrales de generación distribuida, los motores del Fuel de Mariel, las patanas de Mariel, los motores del Fuel de Moa y la patana de Santiago de Cuba para un total de 980 MW. Hay 16 centrales con bajas coberturas (113 MW). Para el pico se estima la entrada de motores de Generación Distribuida que están a la espera de mantenimiento y se autoriza su uso con 35 MW, la entrada de 4 motores en la Patana de Melones con 65 MW, la entrada de la unidad 1 de Energas Varadero y el completamiento de la unidad 4 en esta misma central (45 MW). Con este pronóstico, se estima para la hora pico una disponibilidad de 2045 MW y una demanda máxima de 2900 MW, para un déficit de 855 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 925 MW en este horario. (Con información de UNE-MINEM)","Apagones, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Unión Eléctrica (UNE)",12,http://www.cubadebate.cu/noticias/2024/02/16/une-se-pronostica-una-afectacion-de-925-mw-para-el-horario-pico/
Situación del SEN para este viernes 9 de febrero,2024-02-09 10:44:00,"En la actualidad, el 95 por ciento de la producción de energía eléctrica en Cuba se basa en el uso de combustibles fósiles. Foto: Estudios Revolución. En el día de ayer jueves se afectó el servicio por déficit de capacidad de generación desde las 10:37 horas de la mañana hasta las 13:28 horas (244 MW) y desde las 14:54 horas de la tarde hasta las 20:42 horas de la noche. La máxima afectación en el dia fue de 892 MW a las 18:40 horas, coincidiendo con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 1780 MW y la demanda 1650 MW, con todo el SEN con servicio. Se estima una afectación en el horario de la media de 350 MW. Se encuentran fuera de servicio por avería la unidad 6 de la CTE Mariel, la unidad 3 de la CTE Santa Cruz y la unidad 2 de la CTE de Felton. Se encuentra en mantenimiento la unidad 8 de la CTE Mariel, la unidad 4 de la CTE Cienfuegos y la unidad 6 de la CTE Rente. Las limitaciones en la generación térmica, 360 MW. Para el pico se estima la entrada de 4 motores en la patana de Melones con 65 MW, la entrada de la unidad 6 de la CTE Rente con 70 MW y la entrada de motores de Generación Distribuida que están a la espera de mantenimiento y se autoriza su uso con 30 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 1945 MW y una demanda máxima de 2800 MW, para un déficit de 855 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 925 MW en este horario. UNE-MINEM","Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Unión Eléctrica (UNE)",1,http://www.cubadebate.cu/noticias/2024/02/09/situacion-del-sen-para-este-viernes-9-de-febrero/
Unión Eléctrica informa afectación de 750 MW para el horario pico nocturno,2024-02-08 09:24:00,"Termoeléctrica Felton. Foto: Archivo. En el día de ayer se afectó el servicio por déficit de capacidad de generación desde las 10:51 horas de la mañana hasta las 12:39 horas (116 MW) y desde las 15:36 horas de la tarde hasta las 20:29 horas de la noche. La máxima afectación en el día fue de 847 MW a las 18:30 horas, coincidiendo con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 1840 MW y la demanda 1620 MW, con todo el SEN con servicio. Se estima una afectación en el horario de la media de 250 MW. Se encuentran fuera de servicio por avería la unidad 6 de la CTE Nuevitas, la unidad 3 de la CTE Santa Cruz y la unidad 2 de la CTE de Felton. Se encuentra en mantenimiento la unidad 8 de la CTE Mariel, la unidad 4 de la CTE Cienfuegos y la unidad 6 de la CTE Rente. Las limitaciones en la generación térmica, 267 MW. Para el pico se estima la entrada de cuatro motores en la patana de Melones con 65 MW, l a entrada de la unidad 3 de la CTE Santa Cruz con 50 MW, le entrada de la unidad 6 de la CTE Nuevitas con 85 MW y la entrada de motores de Generación Distribuida que están a la espera de mantenimiento y se autoriza suuso con 30 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2070 MW y una demanda máxima de 2750 MW, para un déficit de 680 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 750 MW en este horario. (Con información de UNE-MINEM)","Combustibles, Cuba, Economía, Electricidad, Energía, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",3,http://www.cubadebate.cu/noticias/2024/02/08/union-electrica-informa-afectacion-de-750-mw-para-el-horario-pico-nocturno/
UNE: Pronostican afectación de 196 MW durante el horario pico nocturno,2024-01-19 09:41:00,"Termoeléctrica Felton. Foto: Archivo. En el día de ayer se afectó el servicio por déficit de capacidad de generación en el Sistema Eléctrico Nacional (SEN) en el horario pico nocturno, desde las 17:32 horas hasta las 19:27 horas (01:55 horas). La disponibilidad del SEN a las 07:00 horas es de 2550 MW y la demanda 1940 MW, con todo el sistema con servicio. No se estima afectaciones durante el horario diurno . Se encuentran fuera de servicio por avería la unidad 3 de la CTE Renté y la unidad 2 de la CTE de Felton. Se encuentra en mantenimiento la unidad 8 de la CTE Mariel. Las limitaciones en la generación térmica representan unos 437 MW. Para el pico se estima la entrada de 4 motores en la Patana de Melones con 70 MW y la entrada de motores de Generación Distribuida que están a la espera de mantenimiento y se autoriza su uso con 74 MW. Con este pronóstico, se prevé para la hora pico una disponibilidad de 2694 MW y una demanda máxima de 2820 MW, para un déficit de 126 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 196 MW en este horario, fundamentalmente por déficit de combustible en la generación distribuida. (Con información de la Unión Eléctrica)","Combustibles, Cuba, Economía, Electricidad, Energía, Gobierno, Ministerio de Energía y Minas (MINEM), Petróleo, Termoeléctrica, Unión Eléctrica (UNE)",+,http://www.cubadebate.cu/noticias/2024/01/19/une-pronostican-afectacion-de-196-mw-durante-el-horario-pico-nocturno/
UNE no prevé afectaciones en horario diurno y afectación de 210 MW en el pico este lunes,2024-01-15 10:04:00,"Este domingo fue afectado el servicio por déficit de capacidad de generación en el sistema eléctrico nacional durante el horario pico, desde las 17:42 hasta las 19:03 horas (una hora y 21 minutos). La máxima afectación fue de 124 MW a las 18:30, coincidente con la hora pico. En su habitual parte diario, la UNE informa que este lunes, a las 07:00 horas, la disponibilidad era de 2 420 MW y la demanda, de 1 950 MW, con todo el SEN con servicio. No se prevén afectaciones durante el horario diurno. Están fuera de servicio por avería la unidad 5 de la CTE Diez de Octubre y la unidad 2 de la CTE de Felton. En mantenimiento, la unidad 8 de la CTE Mariel y la unidad 3 de la CTE Cienfuegos. Se mantienen las limitaciones en la generación térmica, de 396 MW. Para el pico, se espera la entrada de siete motores en la patana de Melones, con 115 MW, y de motores de generación distribuida que están a la espera de mantenimiento y se autoriza su uso, con 105 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2 640 MW y una demanda máxima de 2 780 MW, para un déficit de 140 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 210 MW en este horario, fundamentalmente por déficit de combustible en la generación distribuida.","Cuba, Economía, Electricidad, Energía, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",2,http://www.cubadebate.cu/noticias/2024/01/15/une-no-preve-afectaciones-en-horario-diurno-y-afectacion-de-210-mw-en-el-pico-este-lunes/
